"FLWS_nasdaq","Florists"
"OPEN_nasdaq","IT Services &amp; Consulting - NEC"
"OPXA_nasdaq","Bio Therapeutic Drugs"
"OPLK_nasdaq","Network Equipment"
"OBAS_nasdaq","Real Estate Development &amp; Operations - NEC"
"OCC_nasdaq","Fiber Optic Cable Manufacturing"
"OPTR_nasdaq","Biopharmaceuticals"
"OPHC_nasdaq","Commercial Banks"
"ORCL_nasdaq","Enterprise Software"
"ORMP_nasdaq","Biotechnology &amp; Medical Research - NEC"
"OSUR_nasdaq","Medical Equipment, Supplies &amp; Distribution - NEC"
"ORBC_nasdaq","Wireless Telecommunications Services - NEC"
"ORBT_nasdaq","Electronic Component"
"ORBK_nasdaq","Testing &amp; Measuring Equipment"
"ORLY_nasdaq","Automotive Parts &amp; Accessories Retailers"
"OREX_nasdaq","Bio Therapeutic Drugs"
"SEED_nasdaq","Grain (Crop) Production"
"ORIT_nasdaq","Banks - NEC"
"ORRF_nasdaq","Commercial Banks"
"OFIX_nasdaq","Medical Equipment, Supplies &amp; Distribution - NEC"
"OSIS_nasdaq","Business Support Supplies - NEC"
"OSIR_nasdaq","Bio Therapeutic Drugs"
"OSN_nasdaq","Steel - NEC"
"OTT_nasdaq","Wired Telecommunications Carriers"
"OTTR_nasdaq","Holding Companies - NEC"
"OUTD_nasdaq","Guided Tour Operators"
"OVRL_nasdaq","Storage Devices"
"OSTK_nasdaq","E-commerce &amp; Auction Services"
"OXLC_nasdaq","Closed End Funds"
"OXGN_nasdaq","Biotechnology &amp; Medical Research - NEC"
"OXBT_nasdaq","Biotechnology &amp; Medical Research - NEC"
"PFIN_nasdaq","Heating, Ventilation &amp; Air Conditioning Systems"
"PTSI_nasdaq","Freight Trucking"
"PCAR_nasdaq","Heavy Machinery &amp; Vehicles - NEC"
"PACR_nasdaq","Ground Freight &amp; Logistics - NEC"
"PACB_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"PCBK_nasdaq","Commercial Banks"
"PEIX_nasdaq","Ethanol Fuels"
"PMBC_nasdaq","Commercial Banks"
"PPBI_nasdaq","Commercial Banks"
"PSUN_nasdaq","Men&#39;s Apparel Retailers"
"PCRX_nasdaq","Pharmaceuticals - NEC"
"PACT_nasdaq","IT Services &amp; Consulting - NEC"
"PACW_nasdaq","Banks - NEC"
"PTIE_nasdaq","Bio Therapeutic Drugs"
"PLMT_nasdaq","Commercial Banks"
"PMTI_nasdaq","Medical Equipment, Supplies &amp; Distribution - NEC"
"PAAS_nasdaq","Silver Mining"
"PNRA_nasdaq","Caf�s"
"PZZA_nasdaq","Restaurants &amp; Bars - NEC"
"PRGN_nasdaq","Marine Freight &amp; Logistics - NEC"
"PAMT_nasdaq","Home Audio"
"PRXL_nasdaq","Biotechnology &amp; Medical Research - NEC"
"PSTB_nasdaq","Banks - NEC"
"PKBK_nasdaq","Commercial Banks"
"PRKR_nasdaq","Semiconductors - NEC"
"PKOH_nasdaq","Engine &amp; Powertrain Systems"
"PTNR_nasdaq","Wireless Telecom"
"PBHC_nasdaq","Banks - NEC"
"PATK_nasdaq","Doors &amp; Window Frames"
"PNBK_nasdaq","Commercial Banks"
"PATR_nasdaq","Freight Trucking"
"PDCO_nasdaq","Medical Equipment Wholesale"
"PTEN_nasdaq","Oil &amp; Gas Drilling - NEC"
"PLCC_nasdaq","Brokerage Services"
"PAYX_nasdaq","Business Support Services - NEC"
"PCCC_nasdaq","Computer Hardware - NEC"
"PCMI_nasdaq","Computer &amp; Electronics Retailers - NEC"
"PCTI_nasdaq","Communication &amp; Satellite Equipment"
"PDCE_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"PDFS_nasdaq","Semiconductors - NEC"
"PDII_nasdaq","Business Support Services - NEC"
"PDLI_nasdaq","Biotechnology &amp; Medical Research - NEC"
"PGC_nasdaq","Commercial Banks"
"PRLS_nasdaq","Software - NEC"
"PEGA_nasdaq","Enterprise Software"
"PENX_nasdaq","Food Processing - NEC"
"PENN_nasdaq","Casinos"
"PFLT_nasdaq","Closed End Funds"
"PNNT_nasdaq","Closed End Funds"
"PWOD_nasdaq","Commercial Banks"
"PEBO_nasdaq","Banks - NEC"
"PEBK_nasdaq","Commercial Banks"
"PEOP_nasdaq","Banks - NEC"
"PFBX_nasdaq","Commercial Banks"
"PBCT_nasdaq","Retail &amp; Mortgage Banks"
"PRCP_nasdaq","Testing &amp; Measuring Equipment"
"PPHM_nasdaq","Biopharmaceuticals"
"PSMI_nasdaq","Integrated Circuits"
"PWRD_nasdaq","Internet Gaming"
"PRFT_nasdaq","IT Services &amp; Consulting - NEC"
"PTIX_nasdaq","Integrated Circuits"
"PFMT_nasdaq","Business Support Services - NEC"
"PERF_nasdaq","Other Specialty Retailers - NEC"
"PSEM_nasdaq","Semiconductors - NEC"
"PERI_nasdaq","Application Software"
"PESI_nasdaq","Waste Management, Disposal &amp; Recycling Services"
"PTX_nasdaq","Pharmaceuticals - NEC"
"PRGO_nasdaq","Pharmaceuticals - NEC"
"PERY_nasdaq","Men&#39;s Clothing"
"PETS_nasdaq","Retail - Drugs without Grocery"
"PETM_nasdaq","Pet &amp; Pet Supplies Retailers"
"PFSW_nasdaq","IT Services &amp; Consulting - NEC"
"PGTI_nasdaq","Doors &amp; Window Frames"
"PCYC_nasdaq","Biotechnology &amp; Medical Research - NEC"
"ANTP_nasdaq","Communication &amp; Satellite Equipment"
"PHII_nasdaq","Oil Related Services and Equipment - NEC"
"PHIIK_nasdaq","Oil Related Services and Equipment - NEC"
"PHMD_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"PLAB_nasdaq","Industrial Machinery"
"PICO_nasdaq","Starch, Vegetable Fat &amp; Oil Manufacturing"
"PPC_nasdaq","Animal Slaughtering &amp; Processing"
"PNFP_nasdaq","Commercial Banks"
"PXLW_nasdaq","Semiconductors - NEC"
"PZZI_nasdaq","Restaurants &amp; Bars - NEC"
"PLNR_nasdaq","Display Screens"
"PLPM_nasdaq","Transaction &amp; Payment Services"
"PLXS_nasdaq","Business Support Services - NEC"
"PLUG_nasdaq","Stationary Fuel Cells"
"PLBC_nasdaq","Commercial Banks"
"PSTI_nasdaq","Biotechnology &amp; Medical Research - NEC"
"PLXT_nasdaq","Integrated Circuits"
"PMCS_nasdaq","Semiconductors - NEC"
"PMFG_nasdaq","Purification &amp; Treatment Equipment"
"PBSK_nasdaq","Commercial Banks"
"PTSX_nasdaq","Entertainment Production - NEC"
"PNTR_nasdaq","Highways &amp; Rail Tracks - NEC"
"PCOM_nasdaq","E-commerce &amp; Auction Services"
"PTEK_nasdaq","Gambling &amp; Gaming Machine Manufacturers"
"PLCM_nasdaq","Communications &amp; Networking - NEC"
"POOL_nasdaq","Leisure Products Wholesale"
"POPE_nasdaq","Timber Tract Operations"
"BPOP_nasdaq","Banks - NEC"
"PBIB_nasdaq","Retail &amp; Mortgage Banks"
"PRAA_nasdaq","Business Support Services - NEC"
"PSTR_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"PCH_nasdaq","Timber REITs"
"POWL_nasdaq","Switchgear"
"POWI_nasdaq","Semiconductors - NEC"
"PWER_nasdaq","Renewable Energy Equipment &amp; Services - NEC"
"POWR_nasdaq","Heavy Electrical Equipment - NEC"
"PSCC_nasdaq","Exchange Traded Funds - NEC"
"PSCD_nasdaq","Investment Trusts"
"PSCE_nasdaq","Investment Trusts"
"PSCF_nasdaq","Investment Trusts"
"PSCH_nasdaq","Exchange Traded Funds - NEC"
"PSCI_nasdaq","Investment Trusts"
"PSCM_nasdaq","Exchange Traded Funds - NEC"
"PSCT_nasdaq","Investment Trusts"
"PSCU_nasdaq","Investment Trusts"
"PRFZ_nasdaq","Exchange Traded Funds - NEC"
"PMNA_nasdaq","Investment Trusts"
"QQQ_nasdaq","Investment Trusts"
"POZN_nasdaq","Bio Therapeutic Drugs"
"PRAN_nasdaq","Biotechnology &amp; Medical Research - NEC"
"PFBC_nasdaq","Banks - NEC"
"PLPC_nasdaq","Fiber Optic Cable Manufacturing"
"PRXI_nasdaq","Leisure &amp; Recreation - NEC"
"PFBI_nasdaq","Banks - NEC"
"PRGX_nasdaq","Corporate Accounting Services"
"PCLN_nasdaq","Travel Agents"
"PSMT_nasdaq","Discount Stores without groceries"
"PACQU_nasdaq","Shell Companies"
"PNRG_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"PRMW_nasdaq","Heating, Ventilation &amp; Air Conditioning Systems"
"PRIM_nasdaq","Construction &amp; Engineering - NEC"
"PVTB_nasdaq","Commercial Banks"
"PKT_nasdaq","IT Services &amp; Consulting - NEC"
"PDEX_nasdaq","Medical Equipment Wholesale"
"IPDN_nasdaq","IT Services &amp; Consulting - NEC"
"PGNX_nasdaq","Biopharmaceuticals"
"PRGS_nasdaq","IT Services &amp; Consulting - NEC"
"PFPT_nasdaq","IT Services &amp; Consulting - NEC"
"PRPH_nasdaq","Special Foods &amp; Welbeing Products"
"BIB_nasdaq","Exchange Traded Funds - NEC"
"BIS_nasdaq","Exchange Traded Funds - NEC"
"TQQQ_nasdaq","Exchange Traded Funds - NEC"
"SQQQ_nasdaq","Investment Trusts"
"PSEC_nasdaq","Closed End Funds"
"PGRX_nasdaq","Agricultural Chemicals - NEC"
"PRTA_nasdaq","Biotechnology &amp; Medical Research - NEC"
"PWX_nasdaq","Ground Freight &amp; Logistics - NEC"
"PROV_nasdaq","Banks - NEC"
"PBIP_nasdaq","Retail &amp; Mortgage Banks"
"PSBH_nasdaq","Banks - NEC"
"PSDV_nasdaq","Bio Therapeutic Drugs"
"PMD_nasdaq","Medical &amp; Diagnostic Laboratories"
"PMTC_nasdaq","Application Software"
"PULB_nasdaq","Commercial Banks"
"PCYO_nasdaq","Water Utilities - NEC"
"PVFC_nasdaq","Banks - NEC"
"QADA_nasdaq","Enterprise Software"
"QADB_nasdaq","Enterprise Software"
"QCCO_nasdaq","Consumer Lending - NEC"
"QCRH_nasdaq","Commercial Banks"
"QGEN_nasdaq","Biotechnology &amp; Medical Research - NEC"
"QKLS_nasdaq","Department Stores - NEC"
"QLIK_nasdaq","Software - NEC"
"QLGC_nasdaq","Computer Hardware - NEC"
"QLTI_nasdaq","Biotechnology &amp; Medical Research - NEC"
"QCOM_nasdaq","Communications &amp; Networking - NEC"
"QLTY_nasdaq","Ground Freight &amp; Logistics - NEC"
"QSII_nasdaq","IT Services &amp; Consulting - NEC"
"QBAK_nasdaq","Computer Peripherals"
"QLYS_nasdaq","Cloud Computing Services"
"QTWW_nasdaq","Engine &amp; Powertrain Systems"
"QCOR_nasdaq","Biopharmaceuticals"
"QUIK_nasdaq","Semiconductors - NEC"
"QDEL_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"QNST_nasdaq","Direct Marketing"
"DFZ_nasdaq","Footwear - NEC"
"RRD_nasdaq","Commercial Printing Services - NEC"
"RADA_nasdaq","Broadcasting Equipment"
"RDCM_nasdaq","Computer Peripherals"
"ROIA_nasdaq","Broadcasting - NEC"
"ROIAK_nasdaq","Broadcasting - NEC"
"RSYS_nasdaq","Computer Hardware - NEC"
"RDNT_nasdaq","Medical &amp; Diagnostic Laboratories"
"RDWR_nasdaq","Enterprise Software"
"RMBS_nasdaq","Memory Chips (RAM)"
"RAND_nasdaq","Venture Capital"
"RLOG_nasdaq","Marine Freight &amp; Logistics - NEC"
"GOLD_nasdaq","Gold - NEC"
"RPTP_nasdaq","Bio Therapeutic Drugs"
"RAVN_nasdaq","Industrial Conglomerates"
"ROLL_nasdaq","Ball &amp; Roller Bearings"
"RCMT_nasdaq","Construction &amp; Engineering - NEC"
"RDA_nasdaq","Semiconductors - NEC"
"RLOC_nasdaq","Advertising &amp; Marketing - NEC"
"RDI_nasdaq","Leisure &amp; Recreation - NEC"
"RDIB_nasdaq","Leisure &amp; Recreation - NEC"
"RSOL_nasdaq","Thermal Solar Systems &amp; Equipment"
"RNWK_nasdaq","Software - NEC"
"RP_nasdaq","Enterprise Software"
"RCON_nasdaq","Oil Related Services and Equipment - NEC"
"RRGB_nasdaq","Quick Service Restaurants"
"RDHL_nasdaq","Biotechnology &amp; Medical Research - NEC"
"REDF_nasdaq","Internet Services - NEC"
"REGN_nasdaq","Biotechnology &amp; Medical Research - NEC"
"RGLS_nasdaq","Biotechnology &amp; Medical Research - NEC"
"REIS_nasdaq","Real Estate Services - NEC"
"RELV_nasdaq","Special Foods &amp; Welbeing Products"
"MARK_nasdaq","Internet Services - NEC"
"REMY_nasdaq","Auto, Truck &amp; Motorcycle Parts - NEC"
"RNST_nasdaq","Banks - NEC"
"REGI_nasdaq","Petroleum Refining"
"RCII_nasdaq","Other Specialty Retailers - NEC"
"RENT_nasdaq","Entertainment Production - NEC"
"RGEN_nasdaq","Biopharmaceuticals"
"RPRX_nasdaq","Biotechnology &amp; Medical Research - NEC"
"RJET_nasdaq","Regional Airlines"
"RBCAA_nasdaq","Banks - NEC"
"FRBK_nasdaq","Commercial Banks"
"REFR_nasdaq","Lighting Fixtures"
"BBRY_nasdaq","Phones &amp; Handheld Devices - NEC"
"REXI_nasdaq","Diversified Investment Services"
"RECN_nasdaq","Executive Search Services"
"RGDX_nasdaq","Bio Diagnostics &amp; Testing"
"MKTG_nasdaq","Enterprise Software"
"ROIC_nasdaq","Retail REITs"
"RVLT_nasdaq","Fiber Optic Cable Manufacturing"
"REXX_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"RFIL_nasdaq","Electronic Component"
"RFMD_nasdaq","Semiconductors - NEC"
"RGCO_nasdaq","Natural Gas Distribution"
"RELL_nasdaq","Electron Tubes &amp; Insulators"
"RICK_nasdaq","Restaurants &amp; Bars - NEC"
"RIGL_nasdaq","Bio Therapeutic Drugs"
"RNET_nasdaq","Oil Related Services"
"RIMG_nasdaq","Computer Peripherals"
"RITT_nasdaq","Communications &amp; Networking - NEC"
"RIVR_nasdaq","Commercial Banks"
"RVBD_nasdaq","Communications &amp; Networking - NEC"
"RVSB_nasdaq","Banks - NEC"
"RLJE_nasdaq","Movie, TV Production &amp; Distribution"
"ROCM_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"RCKB_nasdaq","Commercial Banks"
"RMTI_nasdaq","Biopharmaceuticals"
"RCKY_nasdaq","Men&#39;s Footwear"
"RMCF_nasdaq","Chocolate &amp; Confectionery"
"RSTI_nasdaq","Welding &amp; Soldering Equipment"
"ROIQU_nasdaq","Appliances, Tools &amp; Housewares - NEC"
"ROMA_nasdaq","Banks - NEC"
"ROSG_nasdaq","Biotechnology &amp; Medical Research - NEC"
"ROSE_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"ROST_nasdaq","Apparel &amp; Accessories Retailers - NEC"
"ROVI_nasdaq","IT Services &amp; Consulting - NEC"
"RBPAA_nasdaq","Banks - NEC"
"RGLD_nasdaq","Gold Mining"
"ROYL_nasdaq","Oil &amp; Gas Exploration and Production - NEC"
"RPXC_nasdaq","Legal Services"
"RRST_nasdaq","Wireless Telecommunications Services - NEC"
"RTIX_nasdaq","Medical Devices &amp; Implants"
"RBCN_nasdaq","Semiconductors - NEC"
"RTEC_nasdaq","Testing &amp; Measuring Equipment"
"RUE_nasdaq","Apparel &amp; Accessories Retailers - NEC"
"RBNF_nasdaq","Commercial Banks"
"RUSHA_nasdaq","New Car Dealers"
"RUSHB_nasdaq","New Car Dealers"
"RUTH_nasdaq","Commercial Food Services"
"RYAAY_nasdaq","Airlines - NEC"
"STBA_nasdaq","Commercial Banks"
"SANW_nasdaq","Grain (Crop) Production"
"SYBT_nasdaq","Commercial Banks"
"SBRA_nasdaq","Hospitality REITs"
"SAFT_nasdaq","Insurance - Automobile"
"SGNT_nasdaq","Generic Pharmaceuticals"
"SAIA_nasdaq","Freight Trucking"
"SALM_nasdaq","Radio Broadcasting"
"SAL_nasdaq","Commercial Banks"
"SLXP_nasdaq","Specialty &amp; Advanced Pharmaceuticals"
"SAFM_nasdaq","Animal Slaughtering &amp; Processing"
"SNDK_nasdaq","Storage Devices"
"SASR_nasdaq","Banks - NEC"
"SGMO_nasdaq","Bio Therapeutic Drugs"
"SANM_nasdaq","Semiconductors - NEC"
"SNTS_nasdaq","Biopharmaceuticals"
"SPNS_nasdaq","Enterprise Software"
"SAPE_nasdaq","IT Services &amp; Consulting - NEC"
"SRPT_nasdaq","Biopharmaceuticals"
"SVNT_nasdaq","Biotechnology &amp; Medical Research - NEC"
"SBAC_nasdaq","Wireless Telecommunications Services - NEC"
"SCSC_nasdaq","Computer Hardware - NEC"
"SCBT_nasdaq","Banks - NEC"
"SMIT_nasdaq","Testing &amp; Measuring Equipment"
"SCHN_nasdaq","Iron, Steel Mills &amp; Foundries"
"SCHL_nasdaq","Book Publishing"
"SCLN_nasdaq","Pharmaceuticals - NEC"
"SGMS_nasdaq","Gambling &amp; Gaming Machine Manufacturers"
"SQI_nasdaq","Software - NEC"
"SEAC_nasdaq","Display Screens"
"SBCF_nasdaq","Banks - NEC"
"STX_nasdaq","Computer Hardware - NEC"
"SHIP_nasdaq","Marine Freight &amp; Logistics - NEC"
"SHLD_nasdaq","Retail - Department Stores"
"SHOS_nasdaq","Retail - Department Stores"
"SGEN_nasdaq","Biotechnology &amp; Medical Research - NEC"
"SNFCA_nasdaq","Life Insurance"
"SEIC_nasdaq","Wealth Management"
"SCSS_nasdaq","Furniture"
"SLTC_nasdaq","Software - NEC"
"SIGI_nasdaq","Property &amp; Casualty Insurance - NEC"
"LEDS_nasdaq","Integrated Circuits"
"SMTC_nasdaq","Semiconductors - NEC"
"SENEA_nasdaq","Frozen Food Manufacturing"
"SENEB_nasdaq","Frozen Food Manufacturing"
"SNMX_nasdaq","Biotechnology &amp; Medical Research - NEC"
"SQNM_nasdaq","Medical Diagnostic &amp; Testing Equipment"
"SREV_nasdaq","Enterprise Software"
"SEV_nasdaq","Electrical Measuring &amp; Testing Instruments"
"SVBI_nasdaq","Commercial Banks"
"SGOC_nasdaq","Display Screens"
"GAME_nasdaq","Internet Gaming"
"SMED_nasdaq","Waste Management, Disposal &amp; Recycling Services"
"SHEN_nasdaq","Wired Telecommunications Carriers"
"SHFL_nasdaq","Gambling &amp; Gaming Machine Manufacturers"
"SHLO_nasdaq","Auto, Truck &amp; Motorcycle Parts - NEC"
"SHPG_nasdaq","Pharmaceuticals - NEC"
"SCVL_nasdaq","Footwear Retailers"
"SHBI_nasdaq","Banks - NEC"
"SHOR_nasdaq","VOIP Equipment &amp; Systems"
"SFLY_nasdaq","Recreational Products - NEC"
"SIFI_nasdaq","Commercial Banks"
"SIEB_nasdaq","Brokerage Services"
"BSRR_nasdaq","Banks - NEC"
"SWIR_nasdaq","Communications &amp; Networking - NEC"
"SIFY_nasdaq","Internet Service Providers"
"SIGA_nasdaq","Biotechnology &amp; Medical Research - NEC"
"SIGM_nasdaq","Servers &amp; Systems"
"SIAL_nasdaq","Specialty Chemicals - NEC"
"SGMA_nasdaq","Integrated Circuits"
"SBNY_nasdaq","Banks - NEC"
"SLGN_nasdaq","Non-Paper Containers &amp; Packaging - NEC"
"SILC_nasdaq","Network Equipment"
"SGI_nasdaq","Computer Hardware - NEC"
"SIMG_nasdaq","Semiconductors - NEC"
"SLAB_nasdaq","Semiconductors - NEC"
"SIMO_nasdaq","Semiconductors - NEC"
"SPIL_nasdaq","Semiconductors - NEC"
"SSRI_nasdaq","Silver Mining"
"SFNC_nasdaq","Banks - NEC"
"SMPL_nasdaq","Banks - NEC"
"SLP_nasdaq","Medical Software &amp; Technology Services"
"SINA_nasdaq","Social Media &amp; Networking"
"SBGI_nasdaq","Broadcasting - NEC"
"SCOK_nasdaq","Coke Coal Mining"
"SINO_nasdaq","Marine Port Services - NEC"
"SVA_nasdaq","Biopharmaceuticals"
"SIRI_nasdaq","Broadcasting - NEC"
"SIRO_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"SKUL_nasdaq","Household Electronics - NEC"
"MOBI_nasdaq","Other Specialty Retailers - NEC"
"SPU_nasdaq","Fruit &amp; Vegetable Processing"
"SKBI_nasdaq","Biotechnology &amp; Medical Research - NEC"
"SKYW_nasdaq","Airlines - NEC"
"SWKS_nasdaq","Integrated Circuits"
"SLM_nasdaq","Personal &amp; Car Loans"
"SLMAP_nasdaq","Personal &amp; Car Loans"
"SMT_nasdaq","Computer Hardware - NEC"
"SPRO_nasdaq","Educational Services"
"SWHC_nasdaq","Industrial Machinery &amp; Equipment - NEC"
"SMSI_nasdaq","Software - NEC"
"SMTX_nasdaq","Integrated Circuits"
"LNCE_nasdaq","Cookie, Cracker &amp; Pasta Manufacturing"
"SODA_nasdaq","Non-Alcoholic Beverages - NEC"
"SOHU_nasdaq","Internet Gaming"
"SLRC_nasdaq","Closed End Funds"
"SUNS_nasdaq","Closed End Funds"
"SCTY_nasdaq","Renewable Energy Equipment &amp; Services - NEC"
"SZYM_nasdaq","Biodiesel"
"SLTM_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"SOMH_nasdaq","Commercial Banks"
"SONC_nasdaq","Quick Service Restaurants"
"SOFO_nasdaq","IT Services &amp; Consulting - NEC"
"SONS_nasdaq","Communications &amp; Networking - NEC"
"SORL_nasdaq","Automotive Systems"
"SOHO_nasdaq","Hospitality REITs"
"SDBT_nasdaq","IT Services &amp; Consulting - NEC"
"FIRE_nasdaq","IT Services &amp; Consulting - NEC"
"SOCB_nasdaq","Banks - NEC"
"SFST_nasdaq","Commercial Banks"
"SMBC_nasdaq","Banks - NEC"
"SONA_nasdaq","Commercial Banks"
"SBSI_nasdaq","Banks - NEC"
"OKSB_nasdaq","Banks - NEC"
"SPBC_nasdaq","Banks - NEC"
"SPAN_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"SBSA_nasdaq","Radio Broadcasting"
"SGRP_nasdaq","Advertising &amp; Marketing - NEC"
"SPAR_nasdaq","Automobiles &amp; Multi Utility Vehicles"
"SPTN_nasdaq","Supermarkets &amp; Convenience Stores"
"SPPI_nasdaq","Biotechnology &amp; Medical Research - NEC"
"SPEX_nasdaq","Management Consulting Services"
"SAVE_nasdaq","Airlines - NEC"
"SPLK_nasdaq","Software - NEC"
"SPCHA_nasdaq","Sports &amp; Outdoors Retailers"
"SPCHB_nasdaq","Sports &amp; Outdoors Retailers"
"SPRD_nasdaq","Semiconductors - NEC"
"SPSC_nasdaq","Business Support Services - NEC"
"SSNC_nasdaq","Investment Support Tools"
"STAA_nasdaq","Medical Equipment, Supplies &amp; Distribution - NEC"
"STMP_nasdaq","Other Specialty Retailers - NEC"
"STND_nasdaq","Banks - NEC"
"STAN_nasdaq","Parking Lot Operators"
"STLY_nasdaq","Furniture"
"SPLS_nasdaq","Other Specialty Retailers - NEC"
"SBLK_nasdaq","Deep Sea Freight"
"STSI_nasdaq","Special Foods &amp; Welbeing Products"
"SBUX_nasdaq","Restaurants &amp; Bars - NEC"
"STRZA_nasdaq","Broadcasting - NEC"
"STRZB_nasdaq","Broadcasting - NEC"
"STFC_nasdaq","Property &amp; Casualty Insurance - NEC"
"STBZ_nasdaq","Banks - NEC"
"SIBC_nasdaq","Banks - NEC"
"GASS_nasdaq","Deep Sea Freight"
"STEC_nasdaq","Storage Devices"
"STLD_nasdaq","Steel - NEC"
"SMRT_nasdaq","Apparel &amp; Accessories Retailers - NEC"
"STNR_nasdaq","Personal Care Services"
"STEL_nasdaq","Commercial Banks"
"STEM_nasdaq","Bio Therapeutic Drugs"
"STML_nasdaq","Bio Therapeutic Drugs"
"STXS_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"SRCL_nasdaq","Waste Management, Disposal &amp; Recycling Services"
"STRL_nasdaq","Highway &amp; Bridge Construction"
"STSA_nasdaq","Banks - NEC"
"SHOO_nasdaq","Women&#39;s Footwear"
"SSFN_nasdaq","Commercial Banks"
"STEI_nasdaq","Personal Products - NEC"
"STRT_nasdaq","Engine &amp; Powertrain Systems"
"STRS_nasdaq","Real Estate Development &amp; Operations - NEC"
"STRA_nasdaq","General Education Services"
"STRM_nasdaq","Healthcare Facilities &amp; Services - NEC"
"STB_nasdaq","Passenger Transportation, Ground &amp; Sea - NEC"
"SCMP_nasdaq","Bio Therapeutic Drugs"
"SUBK_nasdaq","Commercial Banks"
"SUMR_nasdaq","Toys &amp; Juvenile Products - NEC"
"SMMF_nasdaq","Commercial Banks"
"SSBI_nasdaq","Banks - NEC"
"SNBC_nasdaq","Commercial Banks"
"SNHY_nasdaq","Industrial Valve Manufacturing"
"SNSS_nasdaq","Biotechnology &amp; Medical Research - NEC"
"STKL_nasdaq","Food Processing - NEC"
"SPWR_nasdaq","Photovoltaic Solar Systems &amp; Equipment"
"SMCI_nasdaq","Servers &amp; Systems"
"SCON_nasdaq","Wireless Telecommunications Services - NEC"
"SGC_nasdaq","Men&#39;s Clothing"
"SPMD_nasdaq","Directory Publishing"
"SUPN_nasdaq","Specialty &amp; Advanced Pharmaceuticals"
"SPPR_nasdaq","Hospitality REITs"
"SPPRO_nasdaq","Hospitality REITs"
"SPPRP_nasdaq","Hospitality REITs"
"SUPX_nasdaq","Semiconductors - NEC"
"SPRT_nasdaq","Cloud Computing Services"
"SRDX_nasdaq","Adhesive"
"SUSQ_nasdaq","Banks - NEC"
"SBBX_nasdaq","Banks - NEC"
"SUTR_nasdaq","Nonferrous Metal Processing"
"STRN_nasdaq","Testing &amp; Measuring Equipment"
"SIVB_nasdaq","Banks - NEC"
"SYKE_nasdaq","IT Services &amp; Consulting - NEC"
"SYMC_nasdaq","Application Software"
"SYMM_nasdaq","Phones &amp; Smart Phones"
"SYNC_nasdaq","IT Services &amp; Consulting - NEC"
"SYNL_nasdaq","Steel - NEC"
"SYNA_nasdaq","Computer Hardware - NEC"
"SNCR_nasdaq","Cloud Computing Services"
"SURG_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"SGYP_nasdaq","Bio Therapeutic Drugs"
"ELOS_nasdaq","Advanced Medical Equipment &amp; Technology - NEC"
"SNPS_nasdaq","Software - NEC"
